,user_name,total_star,durability_star,price_star,design_star,delievery_star,date,review,help
0,이한솔토마토,5.0,5.0,5.0,5.0,5.0,2020.03.23,제품자체 예쁘고 튼튼하고 좋아요 그런데 너무 화가나네욬ㅋㅋㅋ 두개 시켰는데 하나가 중고로 왔어요 그것도 버리려고 내놓은것처럼 머리기름자국 누렇게 남아있고 단추 다 떨어지고 더러운거 다 묻은걸로요 그래서 문의전화했더니 중국에서 바로 넘어온 제품이라서 본인들은 검수를 안한다고만 말씀하시네요 그럼 요즘같이 코로나때문에 난리일때 중국에서 누군지도 모르는 사람이 저렇게 오래 더럽게 사용한 물건을 받은 저는 누구에게 이 착임을 물어야하나요ㅋㅋㅋㅋㅋ 집안에 들여놓기도 너무 구역질나고 불쾌해요. 두개를 한쌍으로 구매한거라서 교환받기로는 했는데 다들 구매할때 참고하셔야할거 같아서 리뷰씁니다. 차라리 불량이거나 파손제품이면 그냥 교환하고 말지 이렇게 기분나쁘지는 않을거 같네요ㅋㅋㅋ 당장 회수하는것도 힘들다고 집앞에 내놓으라고 하곸ㅋㅋㅋ 저 큰 박스 노답이옄ㅋㅋㅋ 차이니즈패싱은 아니지만 한국인이 공장에서 사용하던거 보냈다고 해도 기분나쁜뎈ㅋㅋㅋ 코로나시국에 중국인이 사용하던 더러운쿠션의자라닠ㅋㅋㅋㅋ생각할수록 어이없고 불쾌하네요 의자는 이뻐욬ㅋㅋ 그런데 저처럼 당첨될 가능성 있고 당첨되도 회수하기전에는 집에 두셔야하니 병균덩어리 집에 들이실분은 구매각입니다,"2,128"
1,머은,5.0,5.0,5.0,5.0,5.0,2020.04.07,햄스터가 푹신하고 의자가 친절해요...,234
2,ariababy,5.0,5.0,5.0,5.0,5.0,2017.11.22,상품만족!!! 정말 좋은 가격에 구매했어요 우리집 냥이가 앉자마자 잠이 들었어요 ㅋㅋ,225
3,지호쓰27,5.0,5.0,5.0,5.0,5.0,2018.07.05,의자는 크고 게임할때두 좋은데 방바닥 다찍혀요 ㅠㅠ,144
4,wl_316,5.0,5.0,5.0,5.0,5.0,2018.06.16,"세상 예쁘구요,, 세상 편해요,, 이세상 모든 사람들이 샀으면 좋겠어요,, 굳이 단점을 꼽으라면 두가지만 꼽겠습니다,, 첫번째는 다리부분이 어정쩡해열,, 다리받침대,,(?)가 있으면 세상에서 제일 편할것 같아요 사려구요,,총총,, 두번째는 배송이,,빨리왔지만(이틀) 배송추적(?)에는 이틀째 접수 완료에서 멈춰있어서 안온줄 알고 속상했어요,, 집에 오니까 의자가 떡하니 있어서 세상 놀랐답니다,,, 긴글 읽어주셔서 감사해얄,, 번창하세요,, 총총",136
5,아멜리에민정,5.0,5.0,5.0,5.0,5.0,2018.01.29,책상의자는 너무 불편하고....침대에 기대어 앉아있음 또 눕게되고 해서 1인소파개념으로 샀는데 저한텐 너무 딱인것같아요 편한쿠션감에 각도조절되니까 넘 좋아요 박스모퉁이가 약간찢어져서 안에 나무부분이 살짝 긁혀있었는데 이게 무거우니까 택배기사님들도 얼마나 힘드셨겠나 싶어서 뭐 괜찮아요 아주 잘 사용할게용 적극추천해요 책읽기에도 목도 안아프구 딱이에요 딱,114
6,Lavie,5.0,5.0,5.0,5.0,5.0,2019.11.09,고양이를 키우신다면 반드시사세요.인테리어효과가 뛰어나고 넓고푹신한 완벽한 캣방석입니다.블랭킷을 씌워두니 의자아랫부분은 숨숨집도 돼요.쟤가 늘저기있어서 저는못앉고요.. 좀섭섭해요 안락의자산뒤로 침대에서 안자요.,98
7,치삼,5.0,5.0,5.0,5.0,5.0,2018.04.28,집이 좁아 쇼파를 놓을 수 없어서 구매했는데 만족합니다ㅎㅎㅎ 저희 집 냥이도 편한지 저 없을땐 저렇게 있네요 근데 소재 특성상 털은 많이 붙어서 자주 떼줘야 할 것 같네요,86
8,딩겨이,5.0,5.0,5.0,5.0,5.0,2017.09.09,1.디자인 넘이뻐여 카키그레이 오묘한 완전회색도아니고 완전 카키도 아니라서 제가조아하는 애매한 색이에요 약간 탁하면서 우중충하진않은색이에여 개조음 2.배송 빨리왔어여 현관앞에 뜻밖의 거대한 박스가있어서 놀랬네요 3.조립 다되서와요 납작해진 의자만 펴주면되요 4.편함 편해요 지금 앉아서 세시간째에요,70
9,기도디,5.0,5.0,5.0,5.0,5.0,2017.09.15,저희집 침대 보다도 인기 폭팔인 의자 입니다 ㅋㅋㅋㅋㅋㅋ 저는 거의 뭐 안질 못할 정도로 친구들이 집에 오면 저기에 하루종일 앉아있어요 ㅋㅋㅋㅋㅋ 너무 편하다며 ㅋㅋㅋㅋ 안렉스체어로 저만한 거 없는 거 같아요 ㅋㅋㅋ 그것도 저 가격에 ㅋㅋㅋ 물론 저도 앉아있지만 정말 저기 앉으면 시간 가는 줄도 모릅니다.. 저희 집에서 친구들을 초대해서 자주 영화를 틀어주는데 영화내내 친구가 저기 앉아있어요 ㅋㅋ 침대위로 올라와서 편하게 보라고 해도 의자가 더 편하다며 전세 냈습니다 ㅋㅋㅋ 그만큼 편하고 튼튼하고 아! 심지어 높낮이도 조절 됩니다. 굿이에요 굿 굿 굿 고민말고 사세요! 휴일에는 저기 앉아서 책 읽으면 진짜 끝까지 다 봅니다 너무 편해여 ㅠ,66
10,그남자네 반지하,5.0,5.0,5.0,5.0,5.0,2018.06.22,조립편하고 금액대비 너무 이뻐요 ㅎㅎ 여름맞이 홈스타일링 하면서 구매했는데 생각만큼 이쁘네요!,58
11,나무하늘,5.0,5.0,5.0,5.0,5.0,2018.04.24,베란다에 두고 쉬면서 책보고 노트북하려고 샀어욤 이사하고 아직 정리가 안돼서 일단 대충 놓고 사용 중이에요 일주일?정도인데 잘쓰고 있어요~~ 적당히 머리까지 받쳐주는게 필요했는데 딱이에요 ㅋ 앉자마자 너무 편해서 일어나기 싫어져요 ㅋㅋ 푹신하고 아늑하고 ..bb 발받침 필요성이 느껴져서 따로 구매할예정입니당 가격이 워낙 저렴해서 사실 걱정했었거든요 근데 묵직하니 튼튼해서 가격대비 대만족!! 제가 쉬다가 일어나면 저희 강아지가 바로 올라가서 누워있어요 ㅎㅎ,36
12,미니미니민미니,5.0,5.0,5.0,5.0,5.0,2018.06.27,6개월 넘게 써봤는데 내구성도 좋고 튼튼해요! 앉게 되면 시간 가는 줄 모르는 안락...그 자체...입니다ㅠㅅㅠ,32
13,구브로,5.0,5.0,5.0,5.0,5.0,2017.08.27,아니면 쓰다 버리지라고 생각하고 구매했는데 너무 편하고 디자인좋고 색깔이쁘고ㅋㅋ,32
14,너굴윰,5.0,5.0,5.0,5.0,5.0,2018.04.01,제가 162센치인데 싸이즈는 딱조아요 아쉬운점은 갈곳없는 발? ㅋㅋ 작은의자 밑에 대고 이씀 편해요~,22
15,미돈,5.0,5.0,5.0,5.0,5.0,2018.02.02,가격도 제품도 좋아요!!!😘😘😘 의자는 일단 너무편해서 오빠랑 둘이 앉아보고 계속 감탄했어요ㅎㅎㅎ 예쁘기도 예쁘고 편하기도 편하고 이동할수도 있어서 좋은것같아요!! 의자 손잡이랑 나무부분들에 나무 가루인지 모르겠는데 그게 좀 많이 묻어서 사용하기 전이 한번 닦고 쓰는게 좋을것같아용👍 어쨌든 좋은 제품 감사합니당ㅎㅎㅎ,21
16,권영애2,5.0,5.0,5.0,5.0,5.0,2017.12.18,늘 좌식의자만 쓰다가..오늘의 집에 저렴한 가격을 보고 바로 구매했어요.높낮이 조절도 잘 되었고.쿠션감도 좋아요..저희집 고양이들도 앉아 있는걸 좋아해요..ㅎㅎ 디자인도 좋구..가격대비 아주 만족합니다 ^^,20
17,rkd****73,5.0,5.0,5.0,5.0,5.0,2018.07.08,완젼 대박 만족입니다 쿠션감도좋고 디자인도이뿌고 가격까지 착하녀요,19
18,태뽕23,5.0,5.0,5.0,5.0,5.0,2018.04.25,아....일단 너무 예뻐요... 바닥이 그레이라서 그레이 주문했는데 색이 생각보다 어둡지않아서 좋은거같아요 앉았을 때 삐그덕 거리거나 불안한 느낌 하나두 없습니다 안정적이에요!! 이가격에 정말 좋은 의자 구입한것같네요 ㅎㅎ,19
19,냥냥23,5.0,5.0,5.0,5.0,5.0,2017.03.04,편하고 좋아요 근데 조립이 되어서 오는데 옆 팔걸이 부분 나사가 살짝 헐렁해요 그래도 편하고 예뻐서 만족합니다 가격에서 별 두개 뺀 이유는 다른데서 더 싸게 팔더라고요,19
20,owmss,5.0,5.0,5.0,5.0,5.0,2017.12.24,완전 편해ㅇㅕ ~~~~~~ 피곤할때 누워있으면 잠와요 막 ㅠㅠ ㅎㅎㅎㅎ 구리고 조립안해도돼서 짜응 ! 그리구 생각보다 크기가 크더라구여 ㅋㅋㅋㅋ 그래도 방에 안어울리진 않아서 다행입니당 색도 이뻐여이뻐 !!!!! ♥️,17
21,gowanna,5.0,5.0,5.0,5.0,5.0,2018.09.09,"조립완성되어서 왔어요. 무게는 가볍지만 앉았을때 받쳐주는 힘은 짱짱해요. 쿠션방석도 적당하게 두터워서 안정감이 느껴집니다. 가격도 짱, 품질도 짱입니다",16
22,조에이든,5.0,5.0,5.0,5.0,5.0,2018.05.22,단 조절도되고 디자인도 예뻐요. 일단 너무 편함 엉엉 짱짱,16
23,파도됴,5.0,5.0,5.0,5.0,5.0,2018.03.23,편하게 컴퓨터를 하기 위해 알아보다 구매했는데 폭신폭신 좋네요,16
24,djfWLs,5.0,5.0,5.0,5.0,5.0,2019.10.09,이 의자는 제가 오늘의 집에서 산 물건 중에 제일 후회안하는 제품입니다. 조립도 필요없고 너무 편하고 좋아요 ㅠㅠ 다들 사세요 ㅠㅠ 다만 남자친구(180)한테는 작다고 하네요! 저(161)는 대만족입니다!!,15
25,hwan seong73,5.0,5.0,5.0,5.0,5.0,2017.11.29,생각보다크고 아날로그 방식으로 기울기 조절 가능,14
26,멋진유정,5.0,5.0,5.0,5.0,5.0,2019.06.20,뜯자 마자 조립 ㅠ필요없이 펼치기만 하면됩니당 ㅋ 생각보다 튼튼해요 저보다 강아지가 더 좋아해용,13
27,우끼리끼리얄,5.0,5.0,5.0,5.0,5.0,2018.05.06,아직 쇼파하나가 덜왔지만 생각보다 너무 편하고 조아요 저희 엄마도 하나 사달라고하시네요ㅎㅎ,12
28,올치집,5.0,5.0,5.0,5.0,5.0,2018.04.23,튼튼하고 푹신하고 너무 편해요ㅠㅠㅠ 크기가 생각보다 크네요 ㅎㅎ 진짜 저기서 앉아만있어도 편합니다,12
