,user_name,total_star,durability_star,price_star,design_star,delievery_star,date,review,help
0,EstherJohn,5.0,5.0,5.0,5.0,5.0,2020.03.05,"의자 푹신하고 등 각도 조절도 돼서 편해요. 올라가서 아빠다리하고 앉아 잇을수도 잇고, 책 읽고 노트북하고 티비보기 딱 좋습니다. 옆면에 수납도 할 수 있어사 아이패드나 리모컨 넣어두기 좋네요. 배송 올 때 박스가 엄청 크고, 박스만 오픈 하면 소파가 비닐에 잘 싸여 있습니다. 밑에 다리 조립도 그냥 돌려 꽂으면 완료이고 냄새도 나지 않고 괜찮네요. 1인가구에 추천해요.",6
1,인테리어초보90,5.0,5.0,5.0,5.0,5.0,2020.11.04,진짜 최고에요! 너무 맘에 들어요 정말 편하고 폭신하고 쏙 감싸주는 느낌이에요~~보통 체격 성인 여성분들 앉기에는 작지 않아요!,4
2,jokerer,5.0,5.0,5.0,5.0,5.0,2020.09.10,안그래도 비좁은 집구석에 가구 들이는걸 매우 싫어하시는 부모님. 의 반대를 무릅쓰고 나는 나대로 길을 갔어요~ㅎ 사진은 가족톡방 편하고 좋아요 ^^^^^^^ 물론 부모님은 심기불편하시겠지만 저는 좋습네다,3
3,홍스맘v,5.0,5.0,5.0,5.0,5.0,2020.02.14,엄청 편하고 튼튼해요! 크기도 적당하고 아주 만족합니다 무게도 가벼운편이라 설치하기 어럽지 않았어요,2
4,쟌쟈이,5.0,5.0,5.0,5.0,5.0,2021.07.14,편하그 좋아요~ 목부분도 각도 조절되네요,1
5,프릭스퀸,5.0,5.0,5.0,5.0,5.0,2021.06.14,가성비 좋아요 감사합니다 가성비 좋아요,1
6,hshj0509,5.0,5.0,5.0,5.0,5.0,2021.04.14,사진이랑 똑같아요 좁은공간에 안성맞춤이고 앉았을때 편안했어요 딱 여성용이에요 남자분들은 작을듯,1
7,혜요니53,5.0,5.0,5.0,5.0,5.0,2021.03.20,크기도 좋구 방이랑 너무 잘 어울려요ㅎㅎㅎ 제가 딱 원하던 모양이네요!,1
8,크리미8,5.0,5.0,5.0,5.0,5.0,2020.09.06,폭싸이즈가 좀작은듯 히지만 제 싸이즈가커서 아들생각하면 괜찬은거같고 다리만조립하니 다른상품에비해 너무간편해요 조립하기 힘든상품은 정말ㅜㅜ 이상품 강추예요 등받이조절도되고~~♡,1
9,dj_lee,5.0,5.0,5.0,5.0,5.0,2020.08.30,이거슨 너무 편하고 안락하고 예쁘고 다 합니다...ㅠㅠ,1
10,thbb,5.0,5.0,5.0,5.0,5.0,2020.08.28,방에 둘 안락의자 찾느라 며칠내내 검색했는데 상품도 가격도 맘에 들어요 이제 커버 씌우고 생활하려구요 추천합니다!,1
11,나도간다 뿅,5.0,5.0,5.0,5.0,5.0,2021.08.21,의자 다리만 돌려서 조립하기 쉽게 되어 너무 좋았어요.그리고 생각보다 배송이 빨리 와서 의자에 앉아서 비오는 갬성을 느낄수있어서 좋아요,0
12,희망맘15,5.0,5.0,5.0,5.0,5.0,2021.07.09,쇼파가 좀 작긴 하네요 아이 독서용으로 산거라 괜찮아요 ㅎㅎ 푹신하니 좋네요,0
13,o12hana,5.0,5.0,5.0,5.0,5.0,2021.07.08,완전 턱월한 선택이예요 폭신하고 다른 가구와 매치도 좋습니다 너무 폭신해서 여름에 좀 덥긴하네요,0
14,정이🤘🏻,5.0,5.0,5.0,5.0,5.0,2021.07.01,이것저것 엄청 많이 보다가 구매했어요 완전 만족!!! 편하구 예쁘구 다 하네요 좋은 상품 잘 쓰겠습니다! 번창하세요~,0
15,호량020,5.0,5.0,5.0,5.0,5.0,2021.06.18,너무 편하고 좋아서 또 샀어요!! 최곱니다,0
16,호량020,5.0,5.0,5.0,5.0,5.0,2021.06.04,너무 예쁘고 편하네요 강추합니다 정말 딱 사이즈도 좋아요,0
17,Lunarpoet,5.0,5.0,5.0,5.0,5.0,2021.05.28,이쁘고 귀여워용😍😍 다들 사진보고 소파 넘 귀엽다고하네요 넘나만족 합니다,0
18,금금주,5.0,5.0,5.0,5.0,5.0,2021.05.26,잠깐 앉아봤는데도 너무 편하네요. 사길 정말 잘한거 같아용,0
19,haemi_1,5.0,5.0,5.0,5.0,5.0,2021.05.21,혼술용 의자가 필요해서 구매했어욤 다리만 끼우면 되는거라 조립하기 편했어요!,0
20,lovely_sweet,5.0,5.0,5.0,5.0,5.0,2021.05.17,진짜 너무 편해서 행복소비였습니다!! 근데 사이즈가 체구가 작은 사람한테 좋은 사이즈 인 것 같아요. ~~!,0
21,쭈니104,5.0,5.0,5.0,5.0,5.0,2021.05.05,의자에 오래 있는편이라 구매했는데 편하네요 아들이 더 좋아하네요,0
22,b435195,5.0,5.0,5.0,5.0,5.0,2021.05.04,가성비가 아주 아주 아주 아주 좋아요,0
23,수여니에,5.0,5.0,5.0,5.0,5.0,2021.05.03,편하고 예쁘고 튼튼하고 다 좋은데 한가지 아쉬운 점을 꼽자면 앉아 있을때 머리를 받쳐줄정도의 등받이 높이가 아니에요.(제 앉은키가 크긴해요ㅠ) 등받이 뒤로 젖히고 누울땐 당연히 다 받쳐줍니다.,0
24,이은용10,5.0,5.0,5.0,5.0,5.0,2021.05.02,기성비 좋은 제품입니다 아주 요긴히 사용중입니다,0
