,user_name,total_star,durability_star,price_star,design_star,delievery_star,date,review,help
0,멍징어,5.0,5.0,5.0,5.0,5.0,2021.02.04,"이번 이사하면서 제일 잘 샀다고 생각하는 것,, ㅠㅠ 저기 앉아서 멍때리고 밥 먹고 책읽고 다이어리쓰고 다해오,, 생각보다 크긴 했지만 1인 가구에 딱 적당하다고 생각합니다,, 안락함 정말 최고에요! 여자 혼자 뚝딱뚝딱 잘 만들었습니다! 다만 하얗다보니 때탈것같아서 패브릭 얹어두려고요! 추천합니당 ㅎㅎ",8
1,트레이.,5.0,5.0,5.0,5.0,5.0,2019.10.29,와 조립하고나서 딱 앉는데 ㅋㅋ 진짜 너무 편해서 잠이 오더라구요 ㅋㅋㅋ 신세계. 여태 왜 이런걸 몰랏지...ㅎ예쁘고 만족스럽습니다. 누우면 일어나기 싫어요 그리고 이거 옵션에 발의자도 사면 좋을것같아요 누우면서 계속 그생각함. 발뻗으면 더 편할거같아요.,6
2,으드링,5.0,5.0,5.0,5.0,5.0,2020.12.21,이쁜데 밑에 커버는 고정이 안돼서 아쉽네요.. 오래 앉아있으면 허리도 살짝 아파요,5
3,mbb3238,5.0,null,null,null,null,2019.09.20,가격대비 너무 편하고 좋아요 시트 때탈까봐 블랭킷 걸쳐놨더니 더 분위기있고 이쁘네여 :),4
4,박준우(Alex),5.0,5.0,5.0,5.0,5.0,2021.01.18,"길게 안씁니다.....,개편안합니다!",3
5,아뚱콩이,5.0,5.0,5.0,5.0,5.0,2020.01.07,집에 놀러오는 손님마다 이거 앉겠다고 자리 싸움해요 ㅔ,3
6,lee317,5.0,5.0,5.0,5.0,5.0,2019.11.20,조립이 번거롭지만 아주 편해요~ 소재도 괜찮습니다,3
7,yunjae0313,5.0,5.0,5.0,5.0,5.0,2021.06.19,처음 검은색 철 조립할때 끼워넣는 구멍 한쪽이 안들어가서 꾸역꾸역 넣었습니다.. 불량품인줄,2
8,대장백,5.0,5.0,5.0,5.0,5.0,2021.03.13,예쁘고 편해요 줗아요! 아주좋아요!!,2
9,booooyong,5.0,5.0,5.0,5.0,5.0,2020.09.17,한번 앉으면 일어나기 싫어져요...색깔도 예쁘고 편합니당,2
10,모찌도로시,5.0,5.0,5.0,5.0,5.0,2019.09.28,배송은 3일정도 걸린것 같아요. 처음에 잠시 조립할때 애먹었지만 여자혼자서 그리 힘들지않게 조립했어요~ 하고나니 예쁘고 저희집이랑 잘 어울리고 좋네요! 앉아보니 편하고 저렴한가격에 잘산것 같아서 완전 맘에들어요~~~,2
11,썸바리,5.0,5.0,5.0,5.0,5.0,2021.06.14,책읽을라고 샀고 책 안 읽고있음 근데 이쁨,1
12,PEARLgo,5.0,5.0,5.0,5.0,5.0,2021.05.03,배송도 빠르고 조립도 쉬워요! 앉아보니 튼튼하네요!!,1
13,양이몽이,5.0,5.0,5.0,5.0,5.0,2021.04.18,"보통 의자보다 낮아요.. 안파서 쉴때는 편한데 컴퓨터, 책상의자로 쓰기에는 낮음감이 있어요",1
14,uyoot,5.0,5.0,5.0,5.0,5.0,2021.04.05,설치 전 폭신해요 천이 드라이버있어야해요 드라이버구입후 조립예정,1
15,22영이22,5.0,5.0,5.0,5.0,5.0,2021.03.25,너무 편해요 ㅎㅎ 앉으면 일어나기 싫어요 ㅎㅎ 흔들거리다가 부러질까 걱정이지만 좋습니당 :),1
16,윤당당이,5.0,5.0,5.0,5.0,5.0,2021.03.09,잘받았습니다! 너무 예쁘고 편해요 조립은... 좀 힘들엇지만 여자 혼자 할만합니다.,1
17,보마ㄴ,5.0,5.0,5.0,5.0,5.0,2021.03.01,웨않사 개꿀템입니다 너무 편해요 인테리어도 짱짱,1
18,망고주스먹고싶다,5.0,5.0,5.0,5.0,5.0,2021.02.28,조립하는거 은근 어려우면서도 쉬워요 ㅋㅋㅋㅋ 꽤나 튼튼해 보이고 배송도 빨라서 좋았어요 ㅎㅎㅎ,1
19,혭뚱이,5.0,5.0,5.0,5.0,5.0,2021.02.25,제 베란다 아지트에 두고 쓰는중인데 생각보다 더더 안락해서 너무 좋아요 ㅎㅎ 하루에 30분씩은 앉아서 무선충전 하는 곳입니당 !,1
20,min0121,5.0,5.0,5.0,5.0,5.0,2021.02.11,의자 처음에 앉을땐 불안했는데 막상 앉으니까 너무 편해요!!! 울 또잉이가 이거 쓰길래 어? 하고 마침 필요해서 샀는데 진짜 너무 좋네요...완전 마약의자...최고입니다,1
21,Blackpepper,5.0,5.0,5.0,5.0,5.0,2021.01.10,조립 재밌어요 생각보다 편합니다~ㅋㅋㅋ,1
22,unaaaaaaaaa,5.0,5.0,5.0,5.0,5.0,2021.01.06,편하고 이뻐요 쇼파 보다 더 자주 앉아여 :),1
23,건달파왕,5.0,5.0,5.0,5.0,5.0,2020.12.08,조립하는데 살짝 헷갈렸지만 남편 찬스(?)써서 조립 잘했어요. 남편이 자기가 앉으면 부러질 것 같다고 걱정했는데 아무일 없네요 ㅋ 최애 의자가 되었습니다. 얇은 담요 하나 구입해서 걸쳐 놓으니 분위기 있고 괞찮네요. ^^,1
24,공디준형,5.0,null,null,null,null,2019.11.24,일단 가격 최고! 인테리어효과 굿! 크기가 생각보다 많이 크네요 앉으면 엄청 편하구요 조립하는데 저는 조금 힘들었지만 조립하고난후에는 엄청 뿌듯해요 ㅎㅎ 시트가 천이라 오염에 약하긴하지만 지퍼가있어서 세탁이가능해요 저는 혹시몰라 천을 하나더 덧데서 사용하고있습니다 다리가 조금 부실해보이는데 건장한 남성이 앉아도 끄떡없습니다 무게감 조금 있습니다,1
25,윤2222222222222,5.0,5.0,5.0,5.0,5.0,2021.08.24,ㅋㅋ마사지기올려서 사용중... 딱이에요,0
26,굯ㅜ,5.0,5.0,5.0,5.0,5.0,2021.08.23,정말 편하고 좋아요ㅜㅜ집에있을때 주로 앉아있는 편이라 주문했는데 마침 침대랑 세트인것마냥 밝은크림색에 우드 느낌 너무 이쁘네요 조립은 전동드릴이있어서 15분? 만에 다 한것같아요 튼튼하고 예쁜데 엄청비싸지 않고 가성비좋아요🙂,0
27,다애링,5.0,5.0,5.0,5.0,5.0,2021.08.20,십자드라이버가 없어서 조립에 난관이.. 좀 시간이 걸렸네요 쿠션이랑 천은 너무 싸보이는데 느긋하게 앉아있기는 좋네요,0
28,lee..🎗37,5.0,5.0,5.0,5.0,5.0,2021.08.19,믿고 사는이케아 입니다:) 너므나 이쁨!!,0
29,쩌나영11,5.0,5.0,5.0,5.0,5.0,2021.08.15,조립 조금 어려웠지만 금방 했어요~~~ 만족하며 쓰고있습니다,0
30,무서으,5.0,5.0,5.0,5.0,5.0,2021.08.14,배송받고 사길 잘했다는 생각이 드는 의자였습니다 조립도 쉽고 예쁩니다 지인 몇명도 앉아 보더니 편안하고 좋다고 칭찬을 하더군요 잘 사용하겠습니다,0
31,내가소린이,5.0,5.0,5.0,5.0,5.0,2021.08.12,편하고 좋아요 잘사용중입니다 또이용할게여,0
32,나무야20,5.0,5.0,5.0,5.0,5.0,2021.08.12,한개 사용하다가 편해서 재구매했어요. 조립도 쉽고 편안해서 너무 좋네요.,0
33,관배우,5.0,5.0,5.0,5.0,5.0,2021.08.10,맙소사 설치하고 앉으니까 너무 편하네요 자주 이용할거 같아요,0
34,Gimi,5.0,5.0,5.0,5.0,5.0,2021.08.06,뒤에가 좀 에바지만 편해요 조립할 때 무조건 짱짱하게 주름 다 펴서 하세요,0
35,이삔삔,5.0,5.0,5.0,5.0,5.0,2021.08.05,사이드체어로 샀는데 만족쓰!! 조립은 다른 가족들은 못했는데 저는 쉬웠어요ㅎㅎ 잡아줄 사람 한 사람은 필요합니당,0
36,이런왕밤빵,5.0,5.0,5.0,5.0,5.0,2021.08.03,진짜 분위기 짱이고 여기서 잘수있을듯ㅋㅋㅋㅋㅋㅇ완전 마음에 들어요!!!!,0
37,형준5,5.0,5.0,5.0,5.0,5.0,2021.08.01,조립도 쉽고 깔끔해서 맘에 들었어요 ㅎㅎ,0
38,bluewinnie,5.0,5.0,5.0,5.0,5.0,2021.07.31,여름이라 더운 날씨에 조립하는게 조금 힘들었지만 별다른 공구 없이 함께 오는 부속품으로 혼자서 조립할 수 있어서 좋았습니다! 배송도 빠르고 의자가 푹신하고 살짝 흔들거려서 안락하고 편안하네요😊,0
39,gypsymoon0,5.0,5.0,5.0,5.0,5.0,2021.07.31,배송도 빠르고 아직 오래 안써본거지만 편하고 이뻐요!,0
40,Gimyojjs,5.0,5.0,5.0,5.0,5.0,2021.07.26,지금도 앉아있어요 짱 편함 ㅎㅎ 티비볼 때 제 고정석이에요,0
41,seulkieee,5.0,5.0,5.0,5.0,5.0,2021.07.19,완전 만족이예요!! 조립도 너무 쉽고 조립끝나거 앉자마자 너무 편해요ㅠㅠㅠ 너무너무 만족스럽습니다!!!,0
42,찐동안,5.0,5.0,5.0,5.0,5.0,2021.07.19,편해서 너무 좋아요 가격대비 만족합니다,0
43,앙증지,5.0,5.0,5.0,5.0,5.0,2021.07.17,역시 이케아 의자 최고ㅠㅠㅠ 너무 안락하고 편합니다,0
44,심마니92,5.0,5.0,5.0,5.0,5.0,2021.07.16,조립하기가 어려웠어요. 그래도 예쁘네요.,0
45,zymn2,5.0,5.0,5.0,5.0,5.0,2021.07.11,예전에 친구 집 놀러갔다가 이 의자 한번 앉아보고 나도 꼭 사야지 생각했는데 드디어 샀어요 진짜 아늑한.. 똥손이라 그런지 조립이 어렵긴 했어여,0
46,yungol,5.0,5.0,5.0,5.0,5.0,2021.07.08,편해요! 디자인도 넘 예쁘고…하지만 계속 앉아있다가는 허리 아작날느낌ㅋㅋㅋㅋㅋㅋ그래도 이가격에 퀄리티도 높고 튼튼하니 만족합니다,0
47,러블리아르웬,5.0,5.0,5.0,5.0,5.0,2021.07.05,얼마전 아들전용 의자로 하나 구입 했었는데 신랑도 사달라 해서 두번째 구매 입니다^^,0
48,마로로론,5.0,5.0,5.0,5.0,5.0,2021.07.02,죽이고 싶은 이케아와 10선만 참아내면 내가 정말로 쉬는구나! 하는 기분을 만끽할 수 있습니다,0
49,하이서나,5.0,5.0,5.0,5.0,5.0,2021.06.29,배송도빠르고 리뷰보고산건데 앞부분이 티가많이나게 흠이 ㅠ 짜증 교환귀찮아 그냥쓰다버릴려구요,0
50,jjine4,5.0,5.0,5.0,5.0,5.0,2021.06.29,이케아 가격 합리적 심플 조립쉽고 단순미,0
51,조뇽뇽,5.0,5.0,5.0,5.0,5.0,2021.06.28,조립 조금 어려웟지만 너무 편하고 좋아요,0
52,Minimalist23,5.0,5.0,5.0,5.0,5.0,2021.06.27,배송 빠르구요 생각보다는 덜 편해요.,0
53,헉쟁이,5.0,5.0,5.0,5.0,5.0,2021.06.25,앉으면 잠이 소로록 와요 ㅎㅎ프레임이약해보였는데 보이는게 그렇지 튼튼한거같아요. 팔부분이 폭신하지 않은게 조금 아숩지만 편해요!,0
54,new_wisdom_,5.0,5.0,5.0,5.0,5.0,2021.06.25,친구가 조립해줬는데 금방 뚝딱 하더라구요~ 사이즈가 생각보다 큰데 의자가 넘 편해요 ㅎㅎ,0
55,hollyhyunju,5.0,5.0,5.0,5.0,5.0,2021.06.24,남편이 엄청좋아하네요 ㅋㅋㅋ이걸왜 이제샀냐며 ㅋㅋㅋ 가성비 짱입니다 조립하기 어렵진 않았구용,0
56,요니롱히,5.0,5.0,5.0,5.0,5.0,2021.06.22,조립도 여자 혼자 어렵지 않고 모던한 인테리어에도 잘 어울려요,0
57,jjeonsoyeon1123,5.0,5.0,5.0,5.0,5.0,2021.06.21,튼튼하고 편해요ㅎㅎ 디자인도 예뻐요👍👍,0
58,김양희0722,5.0,5.0,5.0,5.0,5.0,2021.06.20,편안하고 좋아요 조금은 흘들거림은 있네요,0
59,굿데이랄라,5.0,5.0,5.0,5.0,5.0,2021.06.19,너무 포근하고 편해서 잘안나오게 되네여 좋아요,0
60,박동한10,5.0,5.0,5.0,5.0,5.0,2021.06.18,조립도 생각보다 쉽고 뭤보다 배송도 빨랐어요! 컬러감도 날리지않고 감성좋네요👍,0
61,사용중인별명42,5.0,null,null,null,null,2021.06.16,앉아있다가 졸았던적이 너무많아요 다리받침도 있어서 다리뻗고 티비보기도 좋고 너무 안락하고 편해요 돈이 안아까워요 ㅎㅎㅎ 단 패브릭에 뭐 묻으면 잘 안지워져요ㅋㅋㅋ,0
